id,author,timestamp,text,views,likes,retweets,reply_count,original_tweet_id
1970215889191493899,bigfatsurprise,Mon Sep 22 19:57:27 +0000 2025,"I have a hard time believing this. Alcohol has been part of many long-lived civilizations, long before Alzheimers showed up (and became common). I'm not advocating for alcohol--just saying that the current ' zero amount is healthy' trend is contradicted by human history",80673,939,70,197,
1954484867053342815,bigfatsurprise,Sun Aug 10 10:07:59 +0000 2025,"The irony! Gates claims his fake butter is needed to improve ""food security"" when the greatest threat to our food security is Gates et al working to eliminate its very backbone: farmland and livestock. @ChefGruel",76954,3012,727,94,
1947755708986101965,bigfatsurprise,Tue Jul 22 20:28:43 +0000 2025,"Insulin sensitivity is directly related to fat deposition. This is more evidence that weight loss is driven by hormones, not simply calories in-calories out",74407,356,34,21,
1955637347720323515,bigfatsurprise,Wed Aug 13 14:27:32 +0000 2025,"Veganism is a dying ideology bc it was always a delusion, never based on human biological reality. Humans need animal proteins, along with their fats and nutrients, to thrive. People are now finally waking up to this inescapable fact of our humanity",70683,1184,210,175,
1955254718323953746,bigfatsurprise,Tue Aug 12 13:07:06 +0000 2025,"I wish I had raised my kids this way. Rice cereal as a ""first food""--what a mistake!  Babies need nutrient dense foods to thrive--eggs, meat are among the best https://t.co/JvscSYfmeO",58876,1263,159,85,
1965014252366045604,bigfatsurprise,Mon Sep 08 11:28:00 +0000 2025,"Our nutrition guidelines have reduced protein recommendations over the past 20 years, despite overwhelming evidence that protein supports satiety, immune function, weight stability, and metabolic health.  Today, school meals often rely on incomplete, plant-based proteins that https://t.co/PyFOzAppMX",55430,550,133,33,
1970944639113781405,bigfatsurprise,Wed Sep 24 20:13:15 +0000 2025,"I'm #2 on this list of experts due to my popular posts challenging the nutrient-deficient ""Planetary Health Diet"" promoted by ""EAT-Lancet"", which caps red meat at 1.5 oz/day and allocates a majority of calories to grains.   This is an anti-human diet.   It promotes ill health and",55178,1326,250,126,
1952813803013587449,bigfatsurprise,Tue Aug 05 19:27:46 +0000 2025,David Sinclair and nutrition... 🤯,54910,385,24,75,
1932891956675555663,bigfatsurprise,Wed Jun 11 20:05:28 +0000 2025,Former FDA Commissioner David Kessler argues in the @WSJ that the US Dietary Guidelines should have a low-carbohydrate option to fight obesity and diabetes. 👏👏👏 I've been pushing for this since 2015. Time to make it a reality! https://t.co/rpEmZwsHRh,53116,751,132,32,
1970124829790535734,bigfatsurprise,Mon Sep 22 13:55:37 +0000 2025,"Is high cholesterol the best predictor of heart disease?  This paper argues that high insulin (hyperinsulinemia) is a better predictor of heart disease, type 2 diabetes, and neurodegenerative diseases. https://t.co/YnYxkD8z3G https://t.co/PO5ZZWq5Vy",50848,470,94,41,
1957972080638546149,bigfatsurprise,Wed Aug 20 01:04:56 +0000 2025,"I can do, ahem, 1 pull-up and 18 push-ups, and I'm not even among the 70% of Americans who are overweight/obese. I love the inspiration, @RobertKennedyJr , but how about realistic goals for the average American?",50295,792,51,169,
1978903805254394351,bigfatsurprise,Thu Oct 16 19:20:08 +0000 2025,It’s long overdue for the Dietary Guidelines to include a low-carbohydrate option for the vast majority of Americans with diet-related diseases.   We are not asking for all Americans to follow this approach. It just needs to be an option.  The scientific evidence is strong. As https://t.co/sZNxeCXDLC,49886,518,128,34,
1963085041912684755,bigfatsurprise,Wed Sep 03 03:42:01 +0000 2025,"Andrew Huberman recommends what is basically a low carb diet (+ fruit, no limit) for weight loss. Says it works",49370,379,24,82,
1955027719596519812,bigfatsurprise,Mon Aug 11 22:05:05 +0000 2025,Treating diabetes with meat and fat since 1797! Only in today's upside down world of medical ' expertise' do we demonize the diet that was known to be the healthiest,47956,743,187,21,
1955267882608120245,bigfatsurprise,Tue Aug 12 13:59:24 +0000 2025,"With people embracing beef and rejecting the fruit-veg-grains axis for health, we are seeing a 180 in thinking on healthy food.  And we will not go back. Because once people experience the super-charged health benefits of meat, eggs, butter, they never go back. It's a one-way",47410,1493,242,85,
1969537345780093191,bigfatsurprise,Sat Sep 20 23:01:10 +0000 2025,"People in Denmark got healthier during WWI, attributed to food rationing (like on sugar). During a war! A stressful time. If true, it contradicts the idea that stress is a major cause of disease.  Same drop in disease/deaths seen in other European countries during both world",46815,369,61,33,
1974137696579956892,bigfatsurprise,Fri Oct 03 15:41:19 +0000 2025,"There's only one clinical trial on diet and constipation (as far as I know), and it found that a zero-fiber diet was the most effective.  https://t.co/iVRTkAZFks",45093,504,88,41,
1971654630443475072,bigfatsurprise,Fri Sep 26 19:14:30 +0000 2025,"This list of ""mis-influencers"" on red meat is from 2019 data. There are now so many more people!   Let's collect a list for when EAT Lancet 2.0 is released (maybe next week) so people can respond--as they wish.   No industry or PR group behind this. Just doctors, researchers, and",44228,427,80,43,
1945952543768498615,bigfatsurprise,Thu Jul 17 21:03:35 +0000 2025,"Veganism was touted by every influencer, and promoted by every media outlet. A huge amount of money was poured into selling this diet--but most people never bought into it. Or they tried it and ' failed.'   Common sense won out--because i think most people realize our ancestors",41691,770,117,63,
1924952224309887036,bigfatsurprise,Tue May 20 22:15:48 +0000 2025,"What was the first food ever labeled addictive in the scientific literature?  Not cheese. Not tea biscuits.  It was chocolate, way back in the 1800s. Long before the invention of “ultra-processed foods.”  Early journals on drug addiction described chocolate as drug-like.   And https://t.co/eHbdpo4yiC",41258,201,33,27,
1952806300376809917,bigfatsurprise,Tue Aug 05 18:57:58 +0000 2025,"Higher-carbohydrate diet is associated with higher rates of brain infarct (stroke) and cognitive decline (dementia) in world's largest observational study. Higher total fat and saturated fat associated with lower risk of brain strokes.  --&gt;A low-carb, high-fat diet is better for https://t.co/2R7VPCtO4z",39955,914,208,34,
1932802322582688115,bigfatsurprise,Wed Jun 11 14:09:18 +0000 2025,"""Small but vocal group continue to insist that saturated fat is not harmful,"" says @CSPI in a letter to @BrookeLRollins &amp; @RobertKennedyJr Cites me and @TyRBeal Really, CSPI?  Have you not read the last 15y of science on these fats? 23 systematic reviews and meta-analyses, nearly",39383,826,160,51,
1952945575865008438,bigfatsurprise,Wed Aug 06 04:11:23 +0000 2025,"The real, traditional Nordic diet was never high in fresh fruits and vegetables--because these would not have been available in Nordic countries for most of the year.  The commercial ""Nordic Diet"" is an artifice created to pretend humans were always mainly plant eaters, which is",37441,924,129,48,
1948036468129108114,bigfatsurprise,Wed Jul 23 15:04:21 +0000 2025,The same fatty acids found in seed oils and “omega-3” eggs are also in linseed oil—used on cricket bats 🏏and other wooden equipment.... Because they oxidize and harden into a shellac-like coating. That’s not just food… that’s finish.  Think about that in your body. (I'm talking,37192,415,54,53,
1947418524332220745,bigfatsurprise,Mon Jul 21 22:08:52 +0000 2025,😳,36124,307,27,79,
1971643699101892769,bigfatsurprise,Fri Sep 26 18:31:03 +0000 2025,"We were told to eat less fat. But what replaced it?  Mostly carbs. Processed, refined, and cheap.  The result? A surge in metabolic diseases.  If you're not eating fat, you're eating something else. And that something may be making us sick. https://t.co/ANPeuZxj01",34787,946,162,49,
1978106726315364560,bigfatsurprise,Tue Oct 14 14:32:49 +0000 2025,A new supplement to nix sugar cravings--take in the moment. I'm told it takes about two weeks of abstinence to get over the worst of this addiction. Maybe this can help? I met the company owner and thought I'd share--am not an affiliate https://t.co/dJfNlCLLPx,34707,78,9,23,
1933937637972156501,bigfatsurprise,Sat Jun 14 17:20:38 +0000 2025,I don't understand why Bill Gates is allowed to alter our food supply. He always has some patented product he wants to impose on us. 🤨,34495,984,156,68,
1965426652449525986,bigfatsurprise,Tue Sep 09 14:46:44 +0000 2025,🚨The MAHA Commission report is being released today at 2PM ET  What I'm looking for:  1. Any mention of insulin resistance as the root cause of metabolic disease 2. Recognition that low-carbohydrate diets are supported by the most evidence for reversing many of these diseases,33412,271,47,16,
1925923820658929892,bigfatsurprise,Fri May 23 14:36:35 +0000 2025,"Studies showing  benefits of red meat are rife with conflicts of interest--says NYT.   We never see similar reporting on studies promoting plant-based foods. Because the media only calls out it out for meat. While giving a pass to Nestle, Pepsi, Unilever, etc. Preferred",33238,617,116,39,
1921925986511110306,bigfatsurprise,Mon May 12 13:50:37 +0000 2025,"The ""healthy"" vegetarians in India",32994,420,80,31,
1954662614375776647,bigfatsurprise,Sun Aug 10 21:54:17 +0000 2025,"“Ultra-processed food” (UPF) is the new villain, but what does that term even mean? 🤔🧵  Is it the sugar? The seed oils? The additives? The number of ingredients? Something about the processing itself?   The term “ultra-processed” is so broad, it lacks scientific meaning. This https://t.co/kfyonVFICf",31935,469,70,68,
1925603584231841803,bigfatsurprise,Thu May 22 17:24:05 +0000 2025,"The MAHA Commission report is out! The focus for food policy is to reduce ultra processed foods which are those high in sugar and refined grains, but also, in some places, saturated fats. Research agenda for the future talks about low carbohydrate diets! https://t.co/1YqLCB0lsh",31230,269,40,22,
1978205159382737408,bigfatsurprise,Tue Oct 14 21:03:57 +0000 2025,"In just weeks, the new U.S. Dietary Guidelines for Americans (2025-2030) will be released, and what they include will shape the health of 340+ million Americans.   This will be—by far—the most important reform to diet &amp; health under this administration.  A crucial part of any https://t.co/sSKHaP40Iz",31023,515,127,35,
1968821240602239176,bigfatsurprise,Thu Sep 18 23:35:37 +0000 2025,"Dr. McCullough made a common mistake by focusing on the effects of saturated fat on LDL-cholesterol when we have longer-term clinical trial data on cardiovascular events and mortality. The latter are ""hard endpoints,"" which are much more reliable than intermediary risk factors",30874,332,67,23,
1961449240053297621,bigfatsurprise,Fri Aug 29 15:21:55 +0000 2025,"People are asking: What is  EAT-Lancet? EAT is a global group funded by corporations and NGOs (incl. Gates, Rockefeller). It aims to put us all on a ""Planetary Health Diet"" that is mostly grains, with a daily red-meat allowance the size of a quarter.   This is a nutritionally https://t.co/njUp5Tl1LI",30825,549,233,38,
1981358573348438436,bigfatsurprise,Thu Oct 23 13:54:30 +0000 2025,"The ""misinformation"" on diet started with Ancel Keys and has yet to be corrected",30759,604,129,23,
1939484867466875086,bigfatsurprise,Mon Jun 30 00:43:20 +0000 2025,Idiotic. Could public health authorities possibly get worse?,30753,548,63,34,
1953436335181820022,bigfatsurprise,Thu Aug 07 12:41:30 +0000 2025,"🚨Former FDA Comissioner David Kessler has petitioned the FDA to ban refined carbohydrates: sugars and refined starches. These are the real problem with ultra-processed foods, he says👍👍 ""The removal of processed refined carbohydrates will prove transformative in protecting the https://t.co/PzD2xLBdGj",30352,695,130,72,
1959348666260664458,bigfatsurprise,Sat Aug 23 20:14:59 +0000 2025,"This is ominous for independent ranchers and farmers in America.--they cannot get financing from banks. Happening now to @BryanMussard1, Angus producer and ranch advisor for @RobertKennedyJr.  Bryan connected the dots on saturated fats for MAHA, linking the need for these fats to",30197,417,134,18,
1928129545711792134,bigfatsurprise,Thu May 29 16:41:21 +0000 2025,"LinkedIn flagged my post on ultra-processed meat not causing cancer as ""misinformation."" Every factual statement in that piece is documented and true. https://t.co/VlYOam4mRA",29683,1099,139,87,
1930002891953299716,bigfatsurprise,Tue Jun 03 20:45:21 +0000 2025,Do people realize how sinister this is? The suggestion here is to not just give up your car or your air travel to save the planet. You're being asked to give up your health. Seed oils oxidize and drive inflammation in the body. But human health is evidently not all that valuable https://t.co/dNGkfooOEm,29425,682,129,49,
1949496185690947948,bigfatsurprise,Sun Jul 27 15:44:45 +0000 2025,This is way beyond uninformed consent. It's biowarfare against humans to make them sick and weak,29060,862,220,49,
1960444162546827366,bigfatsurprise,Tue Aug 26 20:48:06 +0000 2025,"Aren't journalists supposed to do something beyond recite the nutritional status quo? How come they're not more curious about why we are all so sick and fat?   This is from @TheAtlantic:  ""Seed oils have repeatedly been shown to be not only safe to consume, but healthier than https://t.co/39pr54ok1m",28761,824,163,95,
1969530758563053974,bigfatsurprise,Sat Sep 20 22:34:59 +0000 2025,"More Americans are waking up to the common-sense idea that our most nourishing foods are whole and ancestral, including meat.   I talk about how the Left lost the nutritional high ground in my latest op-ed in @WSJ. https://t.co/nB6hhpvVgi",28136,129,20,4,
1958579440180433139,bigfatsurprise,Thu Aug 21 17:18:21 +0000 2025,A vegan diet for children is not nutritionally complete and requires supplementation.  Which tells you we're not evolutionarily adapted for it,27988,538,98,48,
1984214013920587811,bigfatsurprise,Fri Oct 31 11:01:00 +0000 2025,"The Guidelines are required by law to include an option for the ""general public."" That public now has one or more chronic diseases—60%-93%, according to various estimates)  Yet the Guidelines have long excluded a low-carbohydrate option despite the fast-growing science showing https://t.co/bvnwJQxrZu",27953,351,95,12,
1924649746930545137,bigfatsurprise,Tue May 20 02:13:52 +0000 2025,"We can all get red light therapy, or we can reduce the amount of sugar and starches we eat. 🤔",27478,389,39,49,
1952550559619367131,bigfatsurprise,Tue Aug 05 02:01:44 +0000 2025,"Reduces risk of death by half!  Do you realize how many studies find X (eg, eating nuts, lifting weights, whatever) reduces risk of death by 20%, 30%, etc. If all those things were true, we'd all be immortal.",27329,353,23,49,
1965911455062176053,bigfatsurprise,Wed Sep 10 22:53:10 +0000 2025,An invisible line has been crossed... I feel the same,27306,443,34,25,
1919402757414375495,bigfatsurprise,Mon May 05 14:44:12 +0000 2025,"There's no evidence for low-fat dairy recommendations, says international expert panel. New paper in AJCN.  ""[T]he body of evidence does not support differentiation between regular-fat and low-fat dairy foods in dietary guidelines for both adults and children.""  --&gt;The Dietary https://t.co/ral7NfPgOI",27059,393,101,20,
1952536414773813505,bigfatsurprise,Tue Aug 05 01:05:32 +0000 2025,"Big changes are coming, and they’ll touch every plate in America.  This fall, the U.S. will release new Dietary Guidelines, potentially the most transformative health policy of this administration.   These guidelines shape everything from school lunches to hospital food to what https://t.co/2qhV6vmzxz",26420,835,141,66,
1924464250459726311,bigfatsurprise,Mon May 19 13:56:46 +0000 2025,Here I explain why you cannot prevent/reverse chronic disease in children without changing the National School Meal Program. @RobertKennedyJr @SecRollins @SecKennedy @USDANutricion,25959,493,102,18,
1918756806920437964,bigfatsurprise,Sat May 03 19:57:26 +0000 2025,"I know years of work that went into this book. I know the author, @amyalkon to be a tireless researcher and objective journalist as well as a science nerd. And I know a lot of women need this book!  What to do about hormones, weight changes, etc.  I saw an early version of the https://t.co/bKB162Sbrp",25009,77,11,7,
1963002828739268830,bigfatsurprise,Tue Sep 02 22:15:19 +0000 2025,"Some people have said the CDC is not responsible for advice to prevent chronic disease. Yet, CDC has an entire division called the National Center for Chronic Disease Prevention and Health Promotion (NCCDPHP).  This includes the Diabetes Prevention Program, whose guidance is",23952,556,127,25,
1962966427264286885,bigfatsurprise,Tue Sep 02 19:50:41 +0000 2025,"Once again, @DrMakaryFDA, pledges:  We're rewriting the broken food pyramid, the US Dietary Guidelines.  We’re ending the 50-year war on natural saturated fat; that was medical dogma that was propagated.  ""We’re talking about ultra-processed food. It’s not just calories in,",23682,557,107,31,
1982819658957803635,bigfatsurprise,Mon Oct 27 14:40:20 +0000 2025,"Saturated fats are back in the news! This, I believe, was the first mainstream media article (2007) arguing that saturated fats don't cause heart disease. @MensHealthMag (paywalled) I cite Tufts' D. Mozzaffarian saying, ""In the nutrition field, it's very difficult to get https://t.co/CiuAcpUtHH",23603,516,128,28,
1933666111788376452,bigfatsurprise,Fri Jun 13 23:21:41 +0000 2025,"Mom is fat-shamed when she testifies to save SNAP from budget cuts. When in reality SNAP education teaches people to eat grains, drink fruit juice that only make them fatter. I'm assuming the Ag committee was well intention by putting her on the stand, but such a lack of any",23363,336,46,10,
1958609844048417000,bigfatsurprise,Thu Aug 21 19:19:10 +0000 2025,Apparently you can't say you love bacon in the UK. 🥓🥓,23025,401,33,47,
1955772594260729880,bigfatsurprise,Wed Aug 13 23:24:57 +0000 2025,"Remember that food pyramid with the giant base of grains and starches? 🌾  Eat more carbs, avoid fat. We were told to eat this way to get healthy. Instead, we got sicker.  Millions followed the Dietary Guidelines and still struggle with weight and chronic disease.  Blaming https://t.co/CUp9uB8L0M",23011,747,163,59,
1923875639548878980,bigfatsurprise,Sat May 17 22:57:51 +0000 2025,It would be fantastic to get sugar and seed oils out of infant formulas. 👏👏 to @MartyMakary,23010,525,70,18,
1961064475903095007,bigfatsurprise,Thu Aug 28 13:53:00 +0000 2025,".@SecKennedy rightly says there's currently a ""woeful lack"" of nutrition education for doctors. He says his administration will start by requiring nutrition courses in college pre-med programs and nutrition Qs on the MCAT.  This is a great idea--with a crucial caveat: the https://t.co/d5XgfBe0TO",22962,712,122,54,
1935835690563932651,bigfatsurprise,Thu Jun 19 23:02:49 +0000 2025,"Italy also banned lab meat.  US experts have so much admiration for the Mediterranean diet. So recognize...that diet is based on these values: respect for the land and natural, whole foods. Let's follow their lead",22859,547,79,14,
1920885224700780796,bigfatsurprise,Fri May 09 16:55:00 +0000 2025,"What if the obesity epidemic started with the best of intentions?  In 1980, the U.S. released its first Dietary Guidelines. They were modeled after the American Heart Association’s low-fat advice.  ➡️ Eat lean meat. ➡️ Eat low-fat dairy. ➡️ Eat more grains, fruits, and https://t.co/zQnUpFB52d",22853,383,98,28,
1965437582961004865,bigfatsurprise,Tue Sep 09 15:30:10 +0000 2025,"I now have a copy. Quick take on the MAHA Commission Report: I count ""insulin"" once. ""Metabolic"" 2x. No mention of ""carbohydrate.""  What's good: a commitment to nutrition research generally and finding the ""root cause"" of chronic disease.  But the lack of any recognition for the",22681,293,57,34,
1925380231382082047,bigfatsurprise,Thu May 22 02:36:33 +0000 2025,"See? Not hard. What Americans ate back when we were healthy. Before the epidemics of obesity and diabetes. (Note the butter, too!) https://t.co/Qgl6dFZxN7",22660,358,40,55,
1951713927441829972,bigfatsurprise,Sat Aug 02 18:37:16 +0000 2025,"Do you know the first food considered by researchers to be ""addictive"" in the late 1800s?  Chocolate.  Sugar or sugar +fat are the most addictive elements in food.",22198,278,47,27,
1957634953258365215,bigfatsurprise,Tue Aug 19 02:45:18 +0000 2025,Protein is critical for a strong immune system. Yet school meals—with waffles instead of eggs for breakfast—often fall short of even the minimum required intake.   Kids are being underfed the most important macronutrient to prevent sickness and promote optimal health.  Want https://t.co/ibhoD1SBMA,22167,689,159,42,
1969190445319176442,bigfatsurprise,Sat Sep 20 00:02:42 +0000 2025,"🚨My latest op-ed in @WSJ   How did leaders on the left lose the nutritional high ground? No doubt MAHA leaders have waged a savvy campaign, but progressives have also been their own worst enemy, often opting for unpopular, ideologically driven views over common sense. Link ⬇️ https://t.co/uRry8vCbGJ",21672,292,48,17,
1961554868377718807,bigfatsurprise,Fri Aug 29 22:21:39 +0000 2025,"💯 correct! These are the markers of metabolic syndrome and the most reliable predictors of heart disease and diabetes, among other chronic diseases",21545,201,43,19,
1930700313750802926,bigfatsurprise,Thu Jun 05 18:56:40 +0000 2025,Incredibly interesting tweet on the ketogenic diet and cancer. The mechanisms are not just glucose as cancer fuel.,21520,311,46,15,
1953246563859648897,bigfatsurprise,Thu Aug 07 00:07:25 +0000 2025,Food companies are gaming the system by exploiting vague definitions of “ultra-processed” (UPF).   Triscuits have been reformulated to have only 3 ingredients—so not  UPF...but still a box of starch.   Homemade cookies? Not UPF but still full of sugar and white flour. We need https://t.co/UxWBMLiydq,21330,417,59,43,
1932848167118078262,bigfatsurprise,Wed Jun 11 17:11:28 +0000 2025,"Whoops--nutrition experts got this title wrong:  Should be the new Mediterranean Pyramid for CAUSING obesity and heart disease in children. Grains at every meal? Eggs, meat, fish once a WEEK? And no deli meats--just as bad as a Snickers! Have any of these authors been to the real https://t.co/6bIUuJf0c5",20755,537,101,51,
1947368978386432278,bigfatsurprise,Mon Jul 21 18:51:59 +0000 2025,Egg prices came way down in recent months. Now do 🥩🥩!!,20712,328,22,40,
1973908446316740776,bigfatsurprise,Fri Oct 03 00:30:21 +0000 2025,"JUST DROPPED 🚨 Challenging the Dietary Saturated Fat Heart Hypothesis, my conversation with cardiologist @P_McCulloughMD   We covered the origins of this theory, how it became official policy despite lacking solid evidence, and what decades of clinical trials revealed. Link https://t.co/DeZ9mOvpB0",20449,185,39,14,
1945924890550292768,bigfatsurprise,Thu Jul 17 19:13:42 +0000 2025,"I talk about the food pyramid bc that remains the iconic symbol of the dietary guidelines that everyone knows, and it also better represents the actual recommendations (heavy on grains), as opposed to that worthless kindergarten MyPlate graphic that tells us nothing.   I am",20179,365,25,45,
1955197658064175605,bigfatsurprise,Tue Aug 12 09:20:22 +0000 2025,"🤩Surely a first in my lifetime: Reliable science on nutrition from a federal government agency!  For years, we’ve been told that seed oils are the “healthy” fats. But their dangerous oxidation problems have been known and studied for decades  Multiple studies cited here by",19660,444,91,19,
1969862010897633598,bigfatsurprise,Sun Sep 21 20:31:16 +0000 2025,My desire here is not to politicize food. I've long believed we should ALL work together for better foods that can support our best possible lives. But what stands in the way of that? I'm observing in this piece that politics exist. Why aren't kids getting meat and whole milk in,19623,288,39,14,
1922470427722428538,bigfatsurprise,Wed May 14 01:54:02 +0000 2025,"So much fun, @drjasonfung!",19482,598,20,20,
1978121546569777215,bigfatsurprise,Tue Oct 14 15:31:43 +0000 2025,"Beyond Meat underwrites the work of one Dietary Guidelines Committee member, and this USDA official, who leads the guidelines for her agency, can't say if this is a conflict of interest.",19322,353,94,16,
1980737294014509454,bigfatsurprise,Tue Oct 21 20:45:45 +0000 2025,"What if your doctor wanted to recommend a low-carb diet but is wary, because that's not official policy? 😳  That’s the hidden power of the U.S. Dietary Guidelines.  They determine: ➡️ What’s served in hospitals and schools ➡️ What the military eats ➡️ What food assistance https://t.co/KFoV3bhIyM",19162,458,112,18,
1967593752857301387,bigfatsurprise,Mon Sep 15 14:18:01 +0000 2025,"A new clinical trial tested the ""Planetary Health Diet,"" which asks us to dramatically reduce meat &amp; dairy for the environment.   People on this diet for 12 weeks saw large decreases in *essential* nutrients: retinol (-25%), thiamin (-11%), riboflavin (-16%), niacin (-16%), https://t.co/yXGicIQPq3",19025,402,120,28,
1941223285213233381,bigfatsurprise,Fri Jul 04 19:51:12 +0000 2025,"Fat is essential to life. Our ancestors knew this--they were ""fat hunters."" And now, here's evidence of a ""fat factory."" Don't fear fat--it is critical for good health!",18862,316,42,14,
1944833866692256102,bigfatsurprise,Mon Jul 14 18:58:21 +0000 2025,"In every city I've visited across America, the spanking new building is a dialysis center, a hospital, a cancer clinic...",18530,453,65,39,
1968830141636952563,bigfatsurprise,Fri Sep 19 00:10:59 +0000 2025,There’s no evidence that lowering sodium in kids’ meals prevents heart disease.  What we do know...  🧂 Low sodium is linked to cardiovascular harm in adults  🧂 Tasteless food is less likely to be eaten  🧂 Sugar is added to compensate  We’re feeding kids low-sodium meals and https://t.co/09EtYlSgT9,18349,677,127,18,
1925716944017109207,bigfatsurprise,Fri May 23 00:54:32 +0000 2025,"This entire article is just snark and innuendo. The author drips with sarcasm at even the idea that you might want to control your blood sugar. (Chronic diseases ravaging America not mentioned.) I used to love and admire this  magazine, but this type of reporting makes me cringe",18325,332,36,23,
1951335343044604089,bigfatsurprise,Fri Aug 01 17:32:54 +0000 2025,"""We're ending our 50y war on saturated fat""",17396,423,66,24,
1944932019559186706,bigfatsurprise,Tue Jul 15 01:28:23 +0000 2025,"📰 New op-ed in @WashTimes   If the Trump administration is serious about its pledge to “Make America Healthy Again,” it must start by fixing the Dietary Guidelines.  Our nation’s nutrition policy has been built on weak science, influenced by industry, and resistant to change https://t.co/u3NEbxI4jo",17368,342,60,23,
1960851082113908807,bigfatsurprise,Wed Aug 27 23:45:03 +0000 2025,"There is no limit on how much added sugar schools can serve your child at lunch.  Let that sink in.  While federal dietary guidelines recommend no more than 10% of calories from added sugar, the National School Lunch Program ignores this rule entirely.  So even as we say we care https://t.co/jh33tason2",17026,301,70,21,
1937957090280280393,bigfatsurprise,Wed Jun 25 19:32:30 +0000 2025,Great conversation on nutrition at the White House. Thank you @calleymeans! https://t.co/frFmwHVdF1,16833,682,44,33,
